FORMAT = Name, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='150000000.0'
s0c807, Patch_16, 3:51:08.319, 88.28.23.224,0.0346883908394424, [0.0], false,141600038.567377
s0c813, Patch_16, 4:28:21.637, 87.58.23,0.128958837837258, [0.0], false,141600038.567377
s0c876, Patch_16, 4:27:06.732, 88.12.37.058,0.0702637227085866, [0.0], false,141600038.567377
s0c1579, Patch_17, 8:26:30.693, 88.25.17.23,0.231710827210282, [0.0], false,141600038.567377
s0c1584, Patch_17, 8:26:40.611, 88.24.49.235,0.0374272586178496, [0.0], false,141600038.567377
s0c1655, Patch_17, 8:31:29.996, 88.15.28.069,0.29894358232352, [0.0], false,141600038.567377
s0c1680, Patch_17, 8:05:30.272, 87.52.53.238,0.0943892020730129, [0.0], false,141600038.567377
s0c1687, Patch_17, 8:05:45.659, 87.52.48.023,0.0577048769638498, [0.0], false,141600038.567377
s0c1753, Patch_17, 9:33:41.819, 88.29.05.292,0.0633535839313629, [0.0], false,141600038.567377
s0c1755, Patch_17, 9:29:30.108, 88.26.20.818,0.213035311105049, [0.0], false,141600038.567377
s0c1761, Patch_17, 9:41:46.762, 88.25.04.63,0.0966648098765522, [0.0], false,141600038.567377
s0c1762, Patch_17, 8:35:06.972, 87.54.54.178,0.0350147251299818, [0.0], false,141600038.567377
s0c1776, Patch_17, 8:56:15.971, 88.04.13.977,0.0504592890838685, [0.0], false,141600038.567377
s0c1849, Patch_17, 10:07:45.157, 88.14.24.298,0.39614515421196, [0.0], false,141600038.567377
s0c1898, Patch_17, 9:09:00.154, 87.44.55.292,0.0758749468169239, [0.0], false,141600038.567377
s0c1917, Patch_17, 9:39:05.219, 87.50.48.995,0.0807938420237263, [0.0], false,141600038.567377
s0c1981, Patch_17, 11:02:08.392, 88.06.33.024,0.0311816260780283, [0.0], false,141600038.567377
s0c1992, Patch_17, 10:16:46.729, 87.56.18.473,1.58872095975644, [0.0], false,141600038.567377
s0c2029, Patch_17, 9:44:16.607, 87.36.56.235,0.0400559142953149, [0.0], false,141600038.567377
s0c2038, Patch_17, 9:44:25.747, 87.36.11.842,0.0406244596106022, [0.0], false,141600038.567377
s0c2044, Patch_17, 11:11:38.539, 87.55.02.096,0.0410782018411645, [0.0], false,141600038.567377
s0c2102, Patch_17, 10:39:24.155, 87.42.33.217,0.0424443613984058, [0.0], false,141600038.567377
s0c2118, Patch_17, 9:48:08.335, 87.22.48.83,0.305113314566398, [0.0], false,141600038.567377
s0c2119, Patch_17, 10:27:56.459, 87.36.43.461,0.0502332340078147, [0.0], false,141600038.567377
s0c2122, Patch_17, 10:27:48.001, 87.36.30.334,0.143065970477726, [0.0], false,141600038.567377
s0c2174, Patch_17, 10:26:51.344, 87.22.16.04,0.0977753944948152, [0.0], false,141600038.567377
s0c2211, Patch_17, 10:18:18.322, 87.04.03.53,0.119221003071462, [0.0], false,141600038.567377
s0c2326, Patch_17, 10:54:19.04, 86.49.28.103,0.0638678697605647, [0.0], false,141600038.567377
s0c2387, Patch_17, 10:54:14.823, 86.29.36.46,0.103646501659448, [0.0], false,141600038.567377
s0c2411, Patch_17, 10:53:44.96, 86.18.50.664,0.276313615417684, [0.0], false,141600038.567377
s0c1765, Patch_18, 8:17:46.898, 87.39.42.13,0.162906969171866, [0.0], false,141600038.567377
s0c1769, Patch_18, 8:17:27.756, 87.38.49.532,0.750275751427069, [0.0], false,141600038.567377
s0c1799, Patch_18, 8:15:45.236, 87.30.41.465,0.194702157033385, [0.0], false,141600038.567377
s0c1803, Patch_18, 7:57:16.602, 87.04.38.242,0.449004050396733, [0.0], false,141600038.567377
s0c1859, Patch_18, 7:26:48.898, 85.45.34.889,0.912423407290395, [0.0], false,141600038.567377
s0c1866, Patch_18, 8:08:34.058, 87.01.58.898,0.154730984647065, [0.0], false,141600038.567377
s0c1869, Patch_18, 8:09:23.386, 87.02.22.09,0.656030174293089, [0.0], false,141600038.567377
s0c1872, Patch_18, 8:09:24.473, 87.01.45.996,1.99980437136941, [0.0], false,141600038.567377
s0c1877, Patch_18, 8:39:32.973, 87.30.30.742,0.351503245979401, [0.0], false,141600038.567377
s0c1901, Patch_18, 8:23:34.24, 87.07.56.189,0.178901749101087, [0.0], false,141600038.567377
s0c1961, Patch_18, 7:59:21.208, 86.24.28.334,0.0857675380294184, [0.0], false,141600038.567377
s0c1962, Patch_18, 8:19:06.123, 86.52.00.849,0.286759880088423, [0.0], false,141600038.567377
s0c1982, Patch_18, 8:59:39.291, 87.23.26.365,0.267558725338926, [0.0], false,141600038.567377
s0c1983, Patch_18, 7:51:54.538, 86.03.54.731,0.208522108986145, [0.0], false,141600038.567377
s0c2025, Patch_18, 8:23:25.642, 86.38.09.151,0.116520218480341, [0.0], false,141600038.567377
s0c2060, Patch_18, 8:21:55.38, 86.25.21.852,0.116773463332248, [0.0], false,141600038.567377
s0c2105, Patch_18, 8:20:41.458, 86.14.44.406,2.4508042461453, [0.0], false,141600038.567377
s0c2126, Patch_18, 9:35:21.602, 87.15.49.5,0.0729688439071732, [0.0], false,141600038.567377
s0c2127, Patch_18, 8:00:51.091, 85.31.27.093,0.649677481883655, [0.0], false,141600038.567377
s0c2143, Patch_18, 9:41:26.99, 87.12.12.366,0.706390759260631, [0.0], false,141600038.567377
s0c2154, Patch_18, 9:42:12.713, 87.11.58.979,0.0367450335436566, [0.0], false,141600038.567377
s0c2170, Patch_18, 7:55:41.264, 85.06.01.28,0.624113964354629, [0.0], false,141600038.567377
s0c2172, Patch_18, 9:42:22.414, 87.06.11.926,0.193440987740034, [0.0], false,141600038.567377
s0c2178, Patch_18, 8:54:18.384, 86.26.22.095,0.177521946833171, [0.0], false,141600038.567377
s0c2192, Patch_18, 8:27:57.774, 85.46.52.246,0.711395273465973, [0.0], false,141600038.567377
s0c2228, Patch_18, 9:19:27.483, 86.28.37.429,5.11599660056491, [0.0], false,141600038.567377
s0c2238, Patch_18, 9:20:13.334, 86.28.33.754,0.284836225323139, [0.0], false,141600038.567377
s0c2249, Patch_18, 9:25:38.863, 86.31.58.777,0.486094144397937, [0.0], false,141600038.567377
s0c2253, Patch_18, 10:06:36.181, 86.53.10.823,0.0557134237873428, [0.0], false,141600038.567377
s0c2257, Patch_18, 8:57:42.632, 86.03.51.877,0.121967901001468, [0.0], false,141600038.567377
s0c2258, Patch_18, 9:28:59.654, 86.29.42.64,0.414724908317358, [0.0], false,141600038.567377
s0c2260, Patch_18, 8:34:58.294, 85.30.28.808,0.493352603719597, [0.0], false,141600038.567377
s0c2265, Patch_18, 9:11:38.838, 86.07.49.722,1.04960209226968, [0.0], false,141600038.567377
s0c2266, Patch_18, 9:11:46.172, 86.07.56.438,0.187496624265904, [0.0], false,141600038.567377
s0c2272, Patch_18, 9:56:55.55, 86.38.32.653,0.0946344818936584, [0.0], false,141600038.567377
s0c2329, Patch_18, 9:00:37.537, 85.40.42.99,0.485312765470089, [0.0], false,141600038.567377
s0c2354, Patch_18, 9:30:27.602, 85.58.47.544,0.267662812058136, [0.0], false,141600038.567377
s0c2366, Patch_18, 9:43:59.549, 86.01.58.718,0.462472588589032, [0.0], false,141600038.567377
s0c2377, Patch_18, 10:19:43.352, 86.19.58.164,0.230639914105033, [0.0], false,141600038.567377
s0c2384, Patch_18, 8:38:16.279, 84.45.50.913,1.36687770432153, [0.0], false,141600038.567377
s0c2390, Patch_18, 10:31:52.932, 86.22.07.48,0.113208405693854, [0.0], false,141600038.567377
s0c2396, Patch_18, 8:30:25.658, 84.25.10.594,3.08255504340172, [0.0], false,141600038.567377
s0c2418, Patch_18, 10:32:29.293, 86.08.08.29,0.120572893134782, [0.0], false,141600038.567377
s0c2428, Patch_18, 10:13:19.333, 85.54.20.691,4.12062519898144, [0.0], false,141600038.567377
s0c2470, Patch_18, 10:02:47.628, 85.40.35.774,0.585096147602065, [0.0], false,141600038.567377
s0c2499, Patch_18, 10:50:27.922, 85.49.51.878,0.458948080570701, [0.0], false,141600038.567377
s0c2502, Patch_18, 9:18:36.093, 84.42.39.918,2.14660895739463, [0.0], false,141600038.567377
s0c2504, Patch_18, 9:18:40.774, 84.42.32.263,1.17484186694073, [0.0], false,141600038.567377
s0c2505, Patch_18, 10:17:17.27, 85.30.05.713,0.476159658423412, [0.0], false,141600038.567377
s0c2524, Patch_18, 10:56:47.076, 85.40.16.686,1.1072489368379, [0.0], false,141600038.567377
s0c2529, Patch_18, 10:32:01.388, 85.23.47.342,0.840704792459896, [0.0], false,141600038.567377
s0c2542, Patch_18, 10:18:27.943, 84.55.57.343,1.02675395442738, [0.0], false,141600038.567377
s0c103, Patch_19, -1:12:53.142, 86.27.43.652,0.309853825836602, [0.0], false,141600038.567377
s0c107, Patch_19, -1:53:21.392, 86.20.45.649,0.530752908622816, [0.0], false,141600038.567377
s0c122, Patch_19, -1:02:10.328, 86.50.49.383,0.185626408877457, [0.0], false,141600038.567377
s0c131, Patch_19, -2:18:17.109, 86.20.26.453,0.105906254695854, [0.0], false,141600038.567377
s0c161, Patch_19, -0:58:36.487, 86.59.22.748,0.112154021961734, [0.0], false,141600038.567377
s0c184, Patch_19, -1:10:55.748, 87.03.43.076,0.0620346915639842, [0.0], false,141600038.567377
s0c203, Patch_19, -1:01:58.504, 87.11.28.646,0.0819221821089696, [0.0], false,141600038.567377
s0c208, Patch_19, -1:41:43.234, 87.06.49.269,0.062438099843797, [0.0], false,141600038.567377
s0c209, Patch_19, -1:22:45.76, 87.13.53.552,0.256107240755754, [0.0], false,141600038.567377
s0c216, Patch_19, -2:03:53.504, 87.01.28.529,0.375056114077477, [0.0], false,141600038.567377
s0c227, Patch_19, -2:20:45.562, 86.58.00.208,1.77250915175121, [0.0], false,141600038.567377
s0c259, Patch_19, -2:35:28.118, 87.00.06.521,0.153302533417129, [0.0], false,141600038.567377
s0c292, Patch_19, -2:29:56.453, 87.12.19.432,0.0701578350050468, [0.0], false,141600038.567377
s0c293, Patch_19, -2:36:04.297, 87.09.10.584,0.120237478627203, [0.0], false,141600038.567377
s0c31, Patch_19, -1:12:48.044, 85.55.24.016,3.13736885007869, [0.0], false,141600038.567377
s0c389, Patch_19, -3:07:00.388, 87.25.43.613,0.0841551991768721, [0.0], false,141600038.567377
s0c413, Patch_19, -2:54:01.561, 87.39.47.311,0.847490319401583, [0.0], false,141600038.567377
s0c429, Patch_19, -2:52:31.244, 87.42.42.703,0.191335985045296, [0.0], false,141600038.567377
s0c437, Patch_19, -2:45:31.77, 87.47.21.362,0.391411860106644, [0.0], false,141600038.567377
s0c44, Patch_19, -0:56:51.425, 86.05.38.955,0.351694355854425, [0.0], false,141600038.567377
s0c455, Patch_19, -3:09:03.413, 87.36.46.531,0.266549303129724, [0.0], false,141600038.567377
s0c68, Patch_19, -1:53:59.192, 85.58.45.963,0.311628929919837, [0.0], false,141600038.567377
s0c79, Patch_19, -0:57:37.7, 86.27.31.221,0.300643098483929, [0.0], false,141600038.567377
s0c83, Patch_19, -0:44:14.035, 86.31.19.984,0.39612852614082, [0.0], false,141600038.567377
s0c1005, Patch_2, -5:27:37.679, 87.34.20.372,0.342693551031733, [0.0], false,141600038.567377
s0c1013, Patch_2, -5:07:20.209, 88.32.10.945,0.149076670208004, [0.0], false,141600038.567377
s0c1058, Patch_2, -5:32:45.08, 87.43.40.124,0.097719964877668, [0.0], false,141600038.567377
s0c1083, Patch_2, -5:23:51.799, 88.39.19.514,0.0287962762609826, [0.0], false,141600038.567377
s0c1084, Patch_2, -5:32:27.257, 88.15.43.915,0.189959219013109, [0.0], false,141600038.567377
s0c1089, Patch_2, -5:36:09.104, 88.02.50.624,0.0616604816154301, [0.0], false,141600038.567377
s0c1111, Patch_2, -5:43:05.846, 87.48.46.691,0.0378236583213552, [0.0], false,141600038.567377
s0c1114, Patch_2, -5:40:31.214, 88.08.04.575,0.0411291218749503, [0.0], false,141600038.567377
s0c1119, Patch_2, -5:42:04.161, 88.24.01.64,0.0492933969490908, [0.0], false,141600038.567377
s0c1121, Patch_2, -5:47:10.919, 88.12.38.883,0.0723144313220599, [0.0], false,141600038.567377
s0c1127, Patch_2, -5:48:55.53, 88.23.22.47,0.0578966889175108, [0.0], false,141600038.567377
s0c1144, Patch_2, -5:56:37.794, 88.29.18.781,0.0526840663940858, [0.0], false,141600038.567377
s0c1145, Patch_2, -5:57:31.186, 88.42.59.343,0.215575008840427, [0.0], false,141600038.567377
s0c527, Patch_2, -3:50:36.614, 87.20.08.692,0.209618086298737, [0.0], false,141600038.567377
s0c573, Patch_2, -3:56:29.169, 87.26.20.586,0.16308843309692, [0.0], false,141600038.567377
s0c598, Patch_2, -3:05:11.458, 88.10.42.334,0.748948043394021, [0.0], false,141600038.567377
s0c603, Patch_2, -4:07:44.295, 87.20.31.863,0.0571683830646013, [0.0], false,141600038.567377
s0c605, Patch_2, -3:27:35.06, 87.59.14.83,1.76666848834429, [0.0], false,141600038.567377
s0c614, Patch_2, -4:06:38.755, 87.25.48.563,0.130117707150654, [0.0], false,141600038.567377
s0c624, Patch_2, -3:49:04.585, 87.47.25.287,0.0961258414044844, [0.0], false,141600038.567377
s0c630, Patch_2, -3:49:19.14, 87.47.30.693,0.0501070755642645, [0.0], false,141600038.567377
s0c640, Patch_2, -4:17:14.359, 87.18.51.047,0.0819185038274146, [0.0], false,141600038.567377
s0c656, Patch_2, -3:17:33.28, 88.16.47.875,0.741058535443283, [0.0], false,141600038.567377
s0c668, Patch_2, -3:17:38.109, 88.17.16.088,0.0575473671478873, [0.0], false,141600038.567377
s0c714, Patch_2, -3:03:12.676, 88.27.27.996,0.0766608800983657, [0.0], false,141600038.567377
s0c747, Patch_2, -4:27:53.2, 87.25.17.4,0.0960032503344147, [0.0], false,141600038.567377
s0c754, Patch_2, -3:58:18.077, 88.01.29.661,0.122309440890779, [0.0], false,141600038.567377
s0c758, Patch_2, -3:47:58.707, 88.11.40.148,1.25834920016141, [0.0], false,141600038.567377
s0c764, Patch_2, -4:38:09.055, 87.13.04.351,0.0466140369489573, [0.0], false,141600038.567377
s0c767, Patch_2, -3:06:25.081, 88.35.48.772,0.0836952786543037, [0.0], false,141600038.567377
s0c794, Patch_2, -3:36:25.218, 88.29.52.598,0.12237130521126, [0.0], false,141600038.567377
s0c805, Patch_2, -3:21:31.871, 88.42.06.229,0.0423077023004582, [0.0], false,141600038.567377
s0c806, Patch_2, -4:54:37.614, 87.05.11.87,0.0486803093230569, [0.0], false,141600038.567377
s0c831, Patch_2, -4:59:29.56, 87.03.38.891,0.100526567981971, [0.0], false,141600038.567377
s0c867, Patch_2, -4:28:48.835, 88.07.42.616,1.58044351774604, [0.0], false,141600038.567377
s0c911, Patch_2, -5:07:47.305, 87.07.59.134,0.0535548311249879, [0.0], false,141600038.567377
s0c913, Patch_2, -5:05:41.666, 87.18.46.247,0.223482226470409, [0.0], false,141600038.567377
s0c960, Patch_2, -4:48:44.996, 88.18.06.061,0.0801610717757287, [0.0], false,141600038.567377
s0c962, Patch_2, -4:58:55.375, 88.01.37.935,0.0654907581077616, [0.0], false,141600038.567377
s0c975, Patch_2, -4:34:56.749, 88.44.09.895,0.0368500217725367, [0.0], false,141600038.567377
s0c978, Patch_2, -5:19:47.389, 87.30.59.998,0.129606642743141, [0.0], false,141600038.567377
s0c984, Patch_2, -5:20:34.859, 87.31.56.212,0.0464332913826245, [0.0], false,141600038.567377
s0c987, Patch_2, -5:20:42.19, 87.32.27.509,0.572886416055877, [0.0], false,141600038.567377
s0c993, Patch_2, -5:16:40.933, 87.51.20.757,0.0390822431513173, [0.0], false,141600038.567377
s0c1024, Patch_20, 5:22:12.27, 88.03.13.612,0.0700318759925298, [0.0], false,141600038.567377
s0c1031, Patch_20, 5:23:44.671, 88.05.43.134,0.0541489402427057, [0.0], false,141600038.567377
s0c1037, Patch_20, 5:32:18.043, 87.32.02.52,3.36310569932392, [0.0], false,141600038.567377
s0c1038, Patch_20, 5:23:58.201, 88.06.04.468,0.166937067419352, [0.0], false,141600038.567377
s0c1045, Patch_20, 5:24:27.404, 88.05.36.372,0.374951700739075, [0.0], false,141600038.567377
s0c1106, Patch_20, 5:45:33.44, 87.23.48.179,0.137526500841106, [0.0], false,141600038.567377
s0c1112, Patch_20, 5:46:05.412, 87.23.19.443,0.175541987396206, [0.0], false,141600038.567377
s0c1116, Patch_20, 5:48:20.006, 87.12.53.068,0.100007935370251, [0.0], false,141600038.567377
s0c1135, Patch_20, 5:54:47.531, 87.33.15.054,0.260444613385042, [0.0], false,141600038.567377
s0c1160, Patch_20, 6:00:45.99, 87.30.27.12,0.148428036035325, [0.0], false,141600038.567377
s0c662, Patch_20, 4:30:29.478, 87.04.22.245,0.0842840641844432, [0.0], false,141600038.567377
s0c663, Patch_20, 4:29:59.5, 87.05.17.774,1.09397283127747, [0.0], false,141600038.567377
s0c705, Patch_20, 4:26:52.157, 87.15.54.834,0.445245528376117, [0.0], false,141600038.567377
s0c727, Patch_20, 4:25:46.053, 87.26.29.551,0.317928179899917, [0.0], false,141600038.567377
s0c799, Patch_20, 4:40:55.202, 87.30.39.18,0.0545240048956873, [0.0], false,141600038.567377
s0c841, Patch_20, 4:42:22.746, 87.43.01.05,0.042480771807026, [0.0], false,141600038.567377
s0c878, Patch_20, 5:02:52.059, 87.11.02.687,0.197857660660129, [0.0], false,141600038.567377
s0c884, Patch_20, 4:57:25.861, 87.28.30.53,0.398280811287999, [0.0], false,141600038.567377
s0c890, Patch_20, 4:57:40.438, 87.28.33.224,0.0747618021553988, [0.0], false,141600038.567377
s0c932, Patch_20, 4:44:45.989, 88.06.46.055,0.0499986766577158, [0.0], false,141600038.567377
s0c940, Patch_20, 5:17:00.72, 87.00.16.025,0.0653616366888621, [0.0], false,141600038.567377
s0c947, Patch_20, 5:05:11.904, 87.42.02.321,0.249216670639903, [0.0], false,141600038.567377
s0c991, Patch_20, 5:27:15.77, 87.05.28.904,0.0714056302091144, [0.0], false,141600038.567377
s0c995, Patch_20, 5:25:19.246, 87.37.19.757,0.846110040941201, [0.0], false,141600038.567377
s0c1055, Patch_21, 5:43:47.517, 85.56.51.404,0.128129310559981, [0.0], false,141600038.567377
s0c1065, Patch_21, 5:47:34.073, 85.41.32.607,0.767298535246752, [0.0], false,141600038.567377
s0c206, Patch_21, 3:27:52.313, 85.38.25.636,0.362345413811074, [0.0], false,141600038.567377
s0c295, Patch_21, 3:52:34.307, 85.54.07.045,0.462469934935285, [0.0], false,141600038.567377
s0c299, Patch_21, 3:34:29.546, 86.22.54.863,0.14956099966452, [0.0], false,141600038.567377
s0c334, Patch_21, 3:44:07.702, 86.20.36.196,0.810390380019375, [0.0], false,141600038.567377
s0c394, Patch_21, 4:22:14.205, 85.48.25.068,1.21076921900348, [0.0], false,141600038.567377
s0c411, Patch_21, 4:17:47.512, 86.03.43.373,0.150057835278323, [0.0], false,141600038.567377
s0c464, Patch_21, 4:16:14.614, 86.21.31.51,0.145181754658317, [0.0], false,141600038.567377
s0c490, Patch_21, 4:15:45.432, 86.28.10.601,0.0894490349010133, [0.0], false,141600038.567377
s0c533, Patch_21, 4:20:34.511, 86.42.25.991,0.0727307395336993, [0.0], false,141600038.567377
s0c582, Patch_21, 4:30:29.381, 86.36.45.095,0.158489022335172, [0.0], false,141600038.567377
s0c645, Patch_21, 4:55:01.639, 85.53.06.468,0.162889260510128, [0.0], false,141600038.567377
s0c748, Patch_21, 4:44:54.429, 86.52.26,0.0894229175757153, [0.0], false,141600038.567377
s0c749, Patch_21, 4:44:50.492, 86.52.35.481,0.259144076812753, [0.0], false,141600038.567377
s0c772, Patch_21, 4:58:59.696, 86.22.32.078,0.145415793080728, [0.0], false,141600038.567377
s0c796, Patch_21, 5:03:02.731, 86.33.52.899,0.763031608577402, [0.0], false,141600038.567377
s0c812, Patch_21, 5:11:01.653, 86.15.03.637,0.103937805278515, [0.0], false,141600038.567377
s0c883, Patch_21, 5:20:29.742, 86.00.45.875,0.383084723138815, [0.0], false,141600038.567377
s0c895, Patch_21, 5:21:02.955, 86.00.21.364,1.6973715645491, [0.0], false,141600038.567377
s0c925, Patch_21, 5:21:24.469, 86.20.04.489,0.3703866643579, [0.0], false,141600038.567377
s0c950, Patch_21, 5:29:45.339, 85.55.20.078,0.406044798770994, [0.0], false,141600038.567377
s0c982, Patch_21, 5:35:12.861, 86.05.06.764,0.295027883719919, [0.0], false,141600038.567377
s0c1152, Patch_22, -5:58:56.632, 88.11.28.85,0.0765009303047633, [0.0], false,141600038.567377
s0c1195, Patch_22, -6:10:22.901, 87.58.31.007,0.113499806993427, [0.0], false,141600038.567377
s0c1233, Patch_22, -6:28:48.956, 88.14.59.29,0.0454875243031808, [0.0], false,141600038.567377
s0c1245, Patch_22, -6:44:09.101, 88.44.15.57,0.0312403585172854, [0.0], false,141600038.567377
s0c1270, Patch_22, -6:29:01.756, 87.54.38.087,0.490464919690264, [0.0], false,141600038.567377
s0c1284, Patch_22, -6:33:19.613, 88.06.06.642,0.431143614520183, [0.0], false,141600038.567377
s0c1310, Patch_22, -6:41:26.173, 87.53.55.024,0.0758620021148652, [0.0], false,141600038.567377
s0c1324, Patch_22, -7:16:55.361, 88.44.05.511,0.0756876790418034, [0.0], false,141600038.567377
s0c1335, Patch_22, -7:05:59.335, 88.24.54.424,0.205424307065819, [0.0], false,141600038.567377
s0c1336, Patch_22, -7:05:38.903, 88.24.25.641,0.0263046032481411, [0.0], false,141600038.567377
s0c1385, Patch_22, -7:06:31.944, 88.09.21.113,0.18954632758417, [0.0], false,141600038.567377
s0c1397, Patch_22, -7:35:34.201, 88.36.52.13,0.225067736252721, [0.0], false,141600038.567377
s0c1447, Patch_22, -7:49:33.277, 88.37.01.515,0.0598594118151836, [0.0], false,141600038.567377
s0c1455, Patch_22, -7:19:37.223, 88.04.56.349,1.23202533909975, [0.0], false,141600038.567377
s0c1462, Patch_22, -7:20:53.966, 88.05.14.246,0.0978655047616216, [0.0], false,141600038.567377
s0c1465, Patch_22, -7:16:14.476, 87.54.25.33,0.283981704046384, [0.0], false,141600038.567377
s0c1492, Patch_22, -7:19:47.295, 87.44.09.014,0.542643583076164, [0.0], false,141600038.567377
s0c1512, Patch_22, -7:32:18.477, 87.56.14.314,0.077519021658875, [0.0], false,141600038.567377
s0c1523, Patch_22, -7:25:51.888, 87.42.25.355,0.0836755105618973, [0.0], false,141600038.567377
s0c1536, Patch_22, -7:27:12.338, 87.42.38.505,0.0586088530667998, [0.0], false,141600038.567377
s0c1576, Patch_22, -7:27:20.793, 87.28.57.007,0.0716448456983443, [0.0], false,141600038.567377
s0c1637, Patch_22, -8:29:19.668, 88.16.38.864,0.185398555360836, [0.0], false,141600038.567377
s0c1644, Patch_22, -7:44:56.294, 87.37.49.063,0.0752444415356597, [0.0], false,141600038.567377
s0c1677, Patch_22, -7:59:33.111, 87.47.31.102,1.54754106843848, [0.0], false,141600038.567377
s0c1693, Patch_22, -7:49:46.608, 87.34.13.324,0.0848502203973541, [0.0], false,141600038.567377
s0c1780, Patch_22, -8:36:13.014, 87.51.24.596,0.134177018483226, [0.0], false,141600038.567377
s0c1788, Patch_22, -8:21:10.848, 87.38.02.364,0.452416421194148, [0.0], false,141600038.567377
s0c1798, Patch_22, -8:42:14.593, 87.52.04.312,0.0697059548091305, [0.0], false,141600038.567377
s0c113, Patch_3, 0:55:16.928, 86.46.38.173,0.27298559784225, [0.0], false,141600038.567377
s0c120, Patch_3, -0:16:03.621, 86.56.37.793,0.237993913101626, [0.0], false,141600038.567377
s0c126, Patch_3, 1:49:01.886, 86.36.27.515,0.193680803557374, [0.0], false,141600038.567377
s0c146, Patch_3, 1:25:13.056, 86.47.13.97,0.15281141821796, [0.0], false,141600038.567377
s0c166, Patch_3, 0:26:44.229, 87.05.14.239,0.0662364551607642, [0.0], false,141600038.567377
s0c168, Patch_3, -0:06:26.686, 87.08.01.619,0.0871884312302015, [0.0], false,141600038.567377
s0c169, Patch_3, -0:23:35.645, 87.08.01.085,0.431510481133196, [0.0], false,141600038.567377
s0c185, Patch_3, -0:00:13.724, 87.12.56.05,0.569447008108397, [0.0], false,141600038.567377
s0c192, Patch_3, 1:16:09.13, 87.04.40.284,0.107729493900946, [0.0], false,141600038.567377
s0c213, Patch_3, 0:53:34.867, 87.20.57.073,0.117004673090005, [0.0], false,141600038.567377
s0c239, Patch_3, 0:27:46.102, 87.31.01.695,1.29133682890523, [0.0], false,141600038.567377
s0c250, Patch_3, 0:27:38.229, 87.31.42.647,0.0739534389877611, [0.0], false,141600038.567377
s0c262, Patch_3, 1:11:12.169, 87.37.07.235,6.51628872214621, [0.0], false,141600038.567377
s0c326, Patch_3, 0:22:10.7, 87.54.02.96,0.0544975253385129, [0.0], false,141600038.567377
s0c331, Patch_3, 1:54:22.62, 87.38.55.509,0.13586964816796, [0.0], false,141600038.567377
s0c343, Patch_3, 1:57:36.677, 87.41.27.275,0.0937352962055247, [0.0], false,141600038.567377
s0c362, Patch_3, 0:18:02.841, 88.03.26.994,0.0795099538726832, [0.0], false,141600038.567377
s0c364, Patch_3, 0:51:58.708, 88.06.34.517,0.109741972806375, [0.0], false,141600038.567377
s0c373, Patch_3, 1:14:35.412, 88.06.20.84,0.338256412010616, [0.0], false,141600038.567377
s0c3, Patch_3, 0:14:43.497, 85.27.09.075,0.40452548432035, [0.0], false,141600038.567377
s0c407, Patch_3, 0:50:47.004, 88.14.34.374,0.243156181324196, [0.0], false,141600038.567377
s0c42, Patch_3, 1:17:59.841, 85.58.38.188,0.557360832227275, [0.0], false,141600038.567377
s0c452, Patch_3, 0:35:44.98, 88.21.17.286,0.0745109341958046, [0.0], false,141600038.567377
s0c470, Patch_3, 0:58:25.067, 88.22.09.557,0.102726160001718, [0.0], false,141600038.567377
s0c482, Patch_3, 1:04:54.905, 88.22.46.822,0.873220934698741, [0.0], false,141600038.567377
s0c4, Patch_3, 0:06:22.862, 85.42.19.541,0.644594676752735, [0.0], false,141600038.567377
s0c508, Patch_3, 1:02:43.496, 88.25.38.6,0.0960229288863573, [0.0], false,141600038.567377
s0c60, Patch_3, -0:26:47.895, 86.22.42.352,1.14150011583741, [0.0], false,141600038.567377
s0c71, Patch_3, 0:17:50.604, 86.27.43.349,0.120119802107593, [0.0], false,141600038.567377
s0c72, Patch_3, 1:32:07.037, 86.10.11.689,0.666194498428267, [0.0], false,141600038.567377
s0c78, Patch_3, 2:31:17.822, 85.35.34.16,0.388557424079548, [0.0], false,141600038.567377
s0c7, Patch_3, 0:12:29.311, 85.42.42.7,2.92509282226577, [0.0], false,141600038.567377
s0c90, Patch_3, 0:45:25.264, 86.33.19.95,0.631802050014421, [0.0], false,141600038.567377
s0c142, Patch_4, -0:38:07.502, 86.57.43.981,0.132269262746554, [0.0], false,141600038.567377
s0c214, Patch_4, -0:44:48.617, 87.22.57.248,0.124351150687635, [0.0], false,141600038.567377
s0c222, Patch_4, -1:02:06.569, 87.23.03.159,0.0649658759786668, [0.0], false,141600038.567377
s0c226, Patch_4, -0:21:46.407, 87.30.36.772,0.150520071642888, [0.0], false,141600038.567377
s0c258, Patch_4, -1:20:15.512, 87.29.50.488,0.0487684415596164, [0.0], false,141600038.567377
s0c263, Patch_4, -1:25:24.501, 87.33.55.988,0.0594249248543711, [0.0], false,141600038.567377
s0c302, Patch_4, -0:43:51.755, 87.49.25.096,0.439081518074131, [0.0], false,141600038.567377
s0c318, Patch_4, -1:36:29.713, 87.41.43.367,0.210608464370533, [0.0], false,141600038.567377
s0c327, Patch_4, -0:42:53.063, 87.52.45.014,0.239228185660641, [0.0], false,141600038.567377
s0c363, Patch_4, -0:12:49.725, 88.03.47.754,0.0490579991396381, [0.0], false,141600038.567377
s0c378, Patch_4, 0:12:08.699, 88.12.59.953,0.179081427813143, [0.0], false,141600038.567377
